year,parent_entity,parent_type,commodity,production_value_ft,production_unit,total_emissions_MtCO2e,production_value
1960,Former Soviet Union,Nation State,Anthracite Coal,48.80393482,Million tonnes/yr,142.3946169,48.80393482
1960,Former Soviet Union,Nation State,Metallurgical Coal,55.67634233,Million tonnes/yr,165.1703879,55.67634233
1961,Former Soviet Union,Nation State,Oil & NGL,839.5,Million bbl/yr,334.7740444,839.5
1961,Former Soviet Union,Nation State,Natural Gas,2272.788,Bcf/yr,165.6644045,681.8364
1961,Former Soviet Union,Nation State,Lignite Coal,111.3960255,Million tonnes/yr,149.1826843,111.3960255
1961,Former Soviet Union,Nation State,Bituminous Coal,347.8588141,Million tonnes/yr,944.137183,347.8588141
1961,Former Soviet Union,Nation State,Anthracite Coal,48.54276499,Million tonnes/yr,141.6326051,48.54276499
1961,Former Soviet Union,Nation State,Metallurgical Coal,55.37839544,Million tonnes/yr,164.2864935,55.37839544
1962,Former Soviet Union,Nation State,Oil & NGL,985.5,Million bbl/yr,392.9956174,985.5
1962,Former Soviet Union,Nation State,Natural Gas,2806.464,Bcf/yr,204.5642565,841.9392
1962,Former Soviet Union,Nation State,Lignite Coal,112.9145335,Million tonnes/yr,151.2162856,112.9145335
1962,Former Soviet Union,Nation State,Bituminous Coal,352.6006925,Million tonnes/yr,957.0073002,352.6006925
1962,Former Soviet Union,Nation State,Anthracite Coal,49.20448141,Million tonnes/yr,143.5632866,49.20448141
1962,Former Soviet Union,Nation State,Metallurgical Coal,56.13329257,Million tonnes/yr,166.5259843,56.13329257
1963,Former Soviet Union,Nation State,Oil & NGL,1131.5,Million bbl/yr,451.2171903,1131.5
1963,Former Soviet Union,Nation State,Natural Gas,3414.78,Bcf/yr,248.9046472,1024.434
1963,Former Soviet Union,Nation State,Lignite Coal,116.0150433,Million tonnes/yr,155.3685197,116.0150433
1963,Former Soviet Union,Nation State,Bituminous Coal,362.2827225,Million tonnes/yr,983.2856757,362.2827225
1963,Former Soviet Union,Nation State,Anthracite Coal,50.55558274,Million tonnes/yr,147.5053777,50.55558274
1963,Former Soviet Union,Nation State,Metallurgical Coal,57.67465148,Million tonnes/yr,171.0986059,57.67465148
1964,Former Soviet Union,Nation State,Oil & NGL,1277.5,Million bbl/yr,509.4387633,1277.5
1964,Former Soviet Union,Nation State,Natural Gas,3891.658,Bcf/yr,283.6644708,1167.4974
1964,Former Soviet Union,Nation State,Lignite Coal,120.8743877,Million tonnes/yr,161.8762029,120.8743877
1964,Former Soviet Union,Nation State,Bituminous Coal,377.457104,Million tonnes/yr,1024.471057,377.457104
1964,Former Soviet Union,Nation State,Anthracite Coal,52.673127,Million tonnes/yr,153.6837095,52.673127
1964,Former Soviet Union,Nation State,Metallurgical Coal,60.09038127,Million tonnes/yr,178.2651512,60.09038127
1965,Former Soviet Union,Nation State,Oil & NGL,1368.75,Million bbl/yr,545.8272463,1368.75
1965,Former Soviet Union,Nation State,Natural Gas,4569.696,Bcf/yr,333.0869253,1370.9088
1965,Former Soviet Union,Nation State,Lignite Coal,126.0737498,Million tonnes/yr,168.8392412,126.0737498
1965,Former Soviet Union,Nation State,Bituminous Coal,393.693266,Million tonnes/yr,1068.538258,393.693266
1965,Former Soviet Union,Nation State,Anthracite Coal,54.93883989,Million tonnes/yr,160.2943511,54.93883989
1965,Former Soviet Union,Nation State,Metallurgical Coal,62.6751443,Million tonnes/yr,185.9331533,62.6751443
1966,Former Soviet Union,Nation State,Oil & NGL,1478.25,Million bbl/yr,589.4934261,1478.25
1966,Former Soviet Union,Nation State,Natural Gas,5110.008,Bcf/yr,372.4704779,1533.0024
1966,Former Soviet Union,Nation State,Lignite Coal,127.7702775,Million tonnes/yr,171.1112483,127.7702775
1966,Former Soviet Union,Nation State,Bituminous Coal,398.9910505,Million tonnes/yr,1082.917181,398.9910505
1966,Former Soviet Union,Nation State,Anthracite Coal,55.6781315,Million tonnes/yr,162.4513728,55.6781315
1966,Former Soviet Union,Nation State,Metallurgical Coal,63.5185405,Million tonnes/yr,188.4351869,63.5185405
1967,Former Soviet Union,Nation State,Oil & NGL,1606,Million bbl/yr,640.4373024,1606
1967,Former Soviet Union,Nation State,Natural Gas,5600.88,Bcf/yr,408.2503296,1680.264
1967,Former Soviet Union,Nation State,Lignite Coal,129.8691298,Million tonnes/yr,173.9220525,129.8691298
1967,Former Soviet Union,Nation State,Bituminous Coal,405.5451825,Million tonnes/yr,1100.706007,405.5451825
1967,Former Soviet Union,Nation State,Anthracite Coal,56.59274306,Million tonnes/yr,165.1199232,56.59274306
1967,Former Soviet Union,Nation State,Metallurgical Coal,64.56194461,Million tonnes/yr,191.5305673,64.56194461
1968,Former Soviet Union,Nation State,Oil & NGL,1733.75,Million bbl/yr,691.3811787,1733.75
1968,Former Soviet Union,Nation State,Natural Gas,6032.211,Bcf/yr,439.6902145,1809.6633
1968,Former Soviet Union,Nation State,Lignite Coal,129.7915923,Million tonnes/yr,173.8182135,129.7915923
1968,Former Soviet Union,Nation State,Bituminous Coal,405.3030546,Million tonnes/yr,1100.048838,405.3030546
1968,Former Soviet Union,Nation State,Anthracite Coal,56.55895475,Million tonnes/yr,165.0213395,56.55895475
1968,Former Soviet Union,Nation State,Metallurgical Coal,64.52339835,Million tonnes/yr,191.4162153,64.52339835
1969,Former Soviet Union,Nation State,Oil & NGL,1843.25,Million bbl/yr,735.0473584,1843.25
1969,Former Soviet Union,Nation State,Natural Gas,6456.903,Bcf/yr,470.6461802,1937.0709
1969,Former Soviet Union,Nation State,Lignite Coal,116.7039795,Million tonnes/yr,156.29115,116.7039795
1969,Former Soviet Union,Nation State,Bituminous Coal,364.4340788,Million tonnes/yr,989.1247558,364.4340788
1969,Former Soviet Union,Nation State,Anthracite Coal,50.85579875,Million tonnes/yr,148.3813141,50.85579875
1969,Former Soviet Union,Nation State,Metallurgical Coal,58.01714291,Million tonnes/yr,172.1146468,58.01714291
1970,Former Soviet Union,Nation State,Oil & NGL,1952.75,Million bbl/yr,778.7135381,1952.75
1970,Former Soviet Union,Nation State,Natural Gas,7063,Bcf/yr,514.8248271,2118.9
1970,Former Soviet Union,Nation State,Lignite Coal,115.6649379,Million tonnes/yr,154.899655,115.6649379
1970,Former Soviet Union,Nation State,Bituminous Coal,361.1894406,Million tonnes/yr,980.3183566,361.1894406
1970,Former Soviet Union,Nation State,Anthracite Coal,50.40301819,Million tonnes/yr,147.0602421,50.40301819
1970,Former Soviet Union,Nation State,Metallurgical Coal,57.5006033,Million tonnes/yr,170.5822716,57.5006033
1971,Former Soviet Union,Nation State,Oil & NGL,2098.75,Million bbl/yr,836.9351111,2098.75
1971,Former Soviet Union,Nation State,Natural Gas,7500.729,Bcf/yr,546.7310648,2250.2187
1971,Former Soviet Union,Nation State,Lignite Coal,119.2860564,Million tonnes/yr,159.7490935,119.2860564
1971,Former Soviet Union,Nation State,Bituminous Coal,372.4971869,Million tonnes/yr,1011.009152,372.4971869
1971,Former Soviet Union,Nation State,Anthracite Coal,51.98098386,Million tonnes/yr,151.6642523,51.98098386
1971,Former Soviet Union,Nation State,Metallurgical Coal,59.30077285,Million tonnes/yr,175.9226853,59.30077285
1972,Former Soviet Union,Nation State,Oil & NGL,2208.25,Million bbl/yr,880.6012908,2208.25
1972,Former Soviet Union,Nation State,Natural Gas,7818.136,Bcf/yr,569.8669849,2345.4408
1972,Former Soviet Union,Nation State,Lignite Coal,132.4500524,Million tonnes/yr,177.3784501,132.4500524
1972,Former Soviet Union,Nation State,Bituminous Coal,413.604686,Million tonnes/yr,1122.58062,413.604686
1972,Former Soviet Union,Nation State,Anthracite Coal,57.71742517,Million tonnes/yr,168.4013938,57.71742517
1972,Former Soviet Union,Nation State,Metallurgical Coal,65.8450007,Million tonnes/yr,195.3369034,65.8450007
1973,Former Soviet Union,Nation State,Oil & NGL,2372.5,Million bbl/yr,946.1005603,2372.5
1973,Former Soviet Union,Nation State,Natural Gas,8334.222,Bcf/yr,607.4846949,2500.2666
1973,Former Soviet Union,Nation State,Lignite Coal,132.0448708,Million tonnes/yr,176.8358268,132.0448708
1973,Former Soviet Union,Nation State,Bituminous Coal,412.3394167,Million tonnes/yr,1119.146503,412.3394167
1973,Former Soviet Union,Nation State,Anthracite Coal,57.54086021,Million tonnes/yr,167.8862325,57.54086021
1973,Former Soviet Union,Nation State,Metallurgical Coal,65.64357246,Million tonnes/yr,194.739343,65.64357246
1974,Former Soviet Union,Nation State,Oil & NGL,2482,Million bbl/yr,989.76674,2482
1974,Former Soviet Union,Nation State,Natural Gas,9201.299,Bcf/yr,670.6862759,2760.3897
1974,Former Soviet Union,Nation State,Lignite Coal,135.3929123,Million tonnes/yr,181.3195579,135.3929123
1974,Former Soviet Union,Nation State,Bituminous Coal,422.7944195,Million tonnes/yr,1147.522834,422.7944195
1974,Former Soviet Union,Nation State,Anthracite Coal,58.99982784,Million tonnes/yr,172.1430437,58.99982784
1974,Former Soviet Union,Nation State,Metallurgical Coal,67.30798704,Million tonnes/yr,199.6770237,67.30798704
1975,Former Soviet Union,Nation State,Oil & NGL,2737.5,Million bbl/yr,1091.654493,2737.5
1975,Former Soviet Union,Nation State,Natural Gas,10205.89,Bcf/yr,743.9113061,3061.767
1975,Former Soviet Union,Nation State,Lignite Coal,138.7118841,Million tonnes/yr,185.7643585,138.7118841
1975,Former Soviet Union,Nation State,Bituminous Coal,433.1586457,Million tonnes/yr,1175.652785,433.1586457
1975,Former Soviet Union,Nation State,Anthracite Coal,60.44612782,Million tonnes/yr,176.3628947,60.44612782
1975,Former Soviet Union,Nation State,Metallurgical Coal,68.95795017,Million tonnes/yr,204.5718325,68.95795017
1976,Former Soviet Union,Nation State,Oil & NGL,2956.5,Million bbl/yr,1178.986852,2956.5
1976,Former Soviet Union,Nation State,Natural Gas,11335.955,Bcf/yr,826.2821851,3400.7865
1976,Former Soviet Union,Nation State,Lignite Coal,140.7363565,Million tonnes/yr,188.4755524,140.7363565
1976,Former Soviet Union,Nation State,Bituminous Coal,439.4805098,Million tonnes/yr,1192.811203,439.4805098
1976,Former Soviet Union,Nation State,Anthracite Coal,61.32832701,Million tonnes/yr,178.936876,61.32832701
1976,Former Soviet Union,Nation State,Metallurgical Coal,69.96437773,Million tonnes/yr,207.5575177,69.96437773
1977,Former Soviet Union,Nation State,Oil & NGL,3139,Million bbl/yr,1251.763818,3139
1977,Former Soviet Union,Nation State,Natural Gas,12344.46625,Bcf/yr,899.7929638,3703.339875
1977,Former Soviet Union,Nation State,Lignite Coal,142.9061774,Million tonnes/yr,191.3813985,142.9061774
1977,Former Soviet Union,Nation State,Bituminous Coal,446.2562572,Million tonnes/yr,1211.201523,446.2562572
1977,Former Soviet Union,Nation State,Anthracite Coal,62.2738644,Million tonnes/yr,181.6956583,62.2738644
1977,Former Soviet Union,Nation State,Metallurgical Coal,71.04306252,Million tonnes/yr,210.7575624,71.04306252
1978,Former Soviet Union,Nation State,Oil & NGL,3431,Million bbl/yr,1368.206964,3431
1978,Former Soviet Union,Nation State,Natural Gas,13352.9775,Bcf/yr,973.3037425,4005.89325
1978,Former Soviet Union,Nation State,Lignite Coal,143.1299424,Million tonnes/yr,191.6810669,143.1299424
1978,Former Soviet Union,Nation State,Bituminous Coal,446.9550132,Million tonnes/yr,1213.098044,446.9550132
1978,Former Soviet Union,Nation State,Anthracite Coal,62.37137391,Million tonnes/yr,181.9801606,62.37137391
1978,Former Soviet Union,Nation State,Metallurgical Coal,71.15430301,Million tonnes/yr,211.0875703,71.15430301
1979,Former Soviet Union,Nation State,Oil & NGL,3613.5,Million bbl/yr,1440.98393,3613.5
1979,Former Soviet Union,Nation State,Natural Gas,14361.48875,Bcf/yr,1046.814521,4308.446625
1979,Former Soviet Union,Nation State,Lignite Coal,142.1489293,Million tonnes/yr,190.3672842,142.1489293
1979,Former Soviet Union,Nation State,Bituminous Coal,443.8915819,Million tonnes/yr,1204.783466,443.8915819
1979,Former Soviet Union,Nation State,Anthracite Coal,61.94388029,Million tonnes/yr,180.7328679,61.94388029
1979,Former Soviet Union,Nation State,Metallurgical Coal,70.66661116,Million tonnes/yr,209.6407754,70.66661116
1980,Former Soviet Union,Nation State,Oil & NGL,4376.715,Million bbl/yr,1745.337203,4376.715
1980,Former Soviet Union,Nation State,Natural Gas,15370,Bcf/yr,1120.3253,4611
1980,Former Soviet Union,Nation State,Lignite Coal,109.1980346,Million tonnes/yr,146.2391127,109.1980346
1980,Former Soviet Union,Nation State,Sub-Bituminous Coal,23.2395887,Million tonnes/yr,46.92283145,23.2395887
1980,Former Soviet Union,Nation State,Bituminous Coal,377.5160824,Million tonnes/yr,1024.631132,377.5160824
1980,Former Soviet Union,Nation State,Anthracite Coal,52.75786707,Million tonnes/yr,153.9309545,52.75786707
1980,Former Soviet Union,Nation State,Metallurgical Coal,153.2949205,Million tonnes/yr,454.7673289,153.2949205
1981,Former Soviet Union,Nation State,Oil & NGL,4434.75,Million bbl/yr,1768.480278,4434.75
1981,Former Soviet Union,Nation State,Natural Gas,16429.99,Bcf/yr,1197.588385,4928.997
1981,Former Soviet Union,Nation State,Lignite Coal,107.3673171,Million tonnes/yr,143.7873973,107.3673171
1981,Former Soviet Union,Nation State,Sub-Bituminous Coal,22.85040247,Million tonnes/yr,46.13702926,22.85040247
1981,Former Soviet Union,Nation State,Bituminous Coal,371.1893114,Million tonnes/yr,1007.459396,371.1893114
1981,Former Soviet Union,Nation State,Anthracite Coal,51.87335292,Million tonnes/yr,151.3502189,51.87335292
1981,Former Soviet Union,Nation State,Metallurgical Coal,150.7257471,Million tonnes/yr,447.1455752,150.7257471
1982,Former Soviet Union,Nation State,Oil & NGL,4462.855,Million bbl/yr,1779.687931,4462.855
1982,Former Soviet Union,Nation State,Natural Gas,17679.99,Bcf/yr,1288.701373,5303.997
1982,Former Soviet Union,Nation State,Lignite Coal,109.5028518,Million tonnes/yr,146.6473269,109.5028518
1982,Former Soviet Union,Nation State,Sub-Bituminous Coal,23.30490667,Million tonnes/yr,47.05471434,23.30490667
1982,Former Soviet Union,Nation State,Bituminous Coal,378.571149,Million tonnes/yr,1027.49473,378.571149
1982,Former Soviet Union,Nation State,Anthracite Coal,52.9048325,Million tonnes/yr,154.3597537,52.9048325
1982,Former Soviet Union,Nation State,Metallurgical Coal,153.7231161,Million tonnes/yr,456.0376212,153.7231161
1983,Former Soviet Union,Nation State,Oil & NGL,4490.23,Million bbl/yr,1790.604476,4490.23
1983,Former Soviet Union,Nation State,Natural Gas,18926.9,Bcf/yr,1379.589129,5678.07
1983,Former Soviet Union,Nation State,Lignite Coal,109.1980346,Million tonnes/yr,146.2391127,109.1980346
1983,Former Soviet Union,Nation State,Sub-Bituminous Coal,23.2395887,Million tonnes/yr,46.92283145,23.2395887
1983,Former Soviet Union,Nation State,Bituminous Coal,377.5160824,Million tonnes/yr,1024.631132,377.5160824
1983,Former Soviet Union,Nation State,Anthracite Coal,52.75786707,Million tonnes/yr,153.9309545,52.75786707
1983,Former Soviet Union,Nation State,Metallurgical Coal,153.2949205,Million tonnes/yr,454.7673289,153.2949205
1984,Former Soviet Union,Nation State,Oil & NGL,4453.365,Million bbl/yr,1775.903529,4453.365
1984,Former Soviet Union,Nation State,Natural Gas,20743.99,Bcf/yr,1512.037529,6223.197
1984,Former Soviet Union,Nation State,Lignite Coal,108.587493,Million tonnes/yr,145.4214692,108.587493
1984,Former Soviet Union,Nation State,Sub-Bituminous Coal,23.10985996,Million tonnes/yr,46.66089739,23.10985996
1984,Former Soviet Union,Nation State,Bituminous Coal,375.4068563,Million tonnes/yr,1018.906399,375.4068563
1984,Former Soviet Union,Nation State,Anthracite Coal,52.46302902,Million tonnes/yr,153.0707093,52.46302902
1984,Former Soviet Union,Nation State,Metallurgical Coal,152.4385294,Million tonnes/yr,452.2267443,152.4385294
1985,Former Soviet Union,Nation State,Oil & NGL,4356.275,Million bbl/yr,1737.186183,4356.275
1985,Former Soviet Union,Nation State,Natural Gas,22706.99,Bcf/yr,1655.121365,6812.097
1985,Former Soviet Union,Nation State,Lignite Coal,110.7230277,Million tonnes/yr,148.2813989,110.7230277
1985,Former Soviet Union,Nation State,Sub-Bituminous Coal,23.56436415,Million tonnes/yr,47.57858247,23.56436415
1985,Former Soviet Union,Nation State,Bituminous Coal,382.7886939,Million tonnes/yr,1038.941733,382.7886939
1985,Former Soviet Union,Nation State,Anthracite Coal,53.4945086,Million tonnes/yr,156.0802441,53.4945086
1985,Former Soviet Union,Nation State,Metallurgical Coal,155.4358984,Million tonnes/yr,461.1187903,155.4358984
1986,Former Soviet Union,Nation State,Oil & NGL,4502.275,Million bbl/yr,1795.407756,4502.275
1986,Former Soviet Union,Nation State,Natural Gas,24194.99,Bcf/yr,1763.582266,7258.497
1986,Former Soviet Union,Nation State,Lignite Coal,114.5359641,Million tonnes/yr,153.3877218,114.5359641
1986,Former Soviet Union,Nation State,Sub-Bituminous Coal,24.37539559,Million tonnes/yr,49.21612829,24.37539559
1986,Former Soviet Union,Nation State,Bituminous Coal,395.9702227,Million tonnes/yr,1074.718235,395.9702227
1986,Former Soviet Union,Nation State,Anthracite Coal,55.33701961,Million tonnes/yr,161.456115,55.33701961
1986,Former Soviet Union,Nation State,Metallurgical Coal,160.788343,Million tonnes/yr,476.9974439,160.788343
1987,Former Soviet Union,Nation State,Oil & NGL,4555.2,Million bbl/yr,1816.513076,4555.2
1987,Former Soviet Union,Nation State,Natural Gas,25357.99,Bcf/yr,1848.35379,7607.397
1987,Former Soviet Union,Nation State,Lignite Coal,115.9085486,Million tonnes/yr,155.2259009,115.9085486
1987,Former Soviet Union,Nation State,Sub-Bituminous Coal,24.66751205,Million tonnes/yr,49.80593786,24.66751205
1987,Former Soviet Union,Nation State,Bituminous Coal,400.7157545,Million tonnes/yr,1087.598268,400.7157545
1987,Former Soviet Union,Nation State,Anthracite Coal,56.00017843,Million tonnes/yr,163.391005,56.00017843
1987,Former Soviet Union,Nation State,Metallurgical Coal,162.715223,Million tonnes/yr,482.7137592,162.715223
1988,Former Soviet Union,Nation State,Oil & NGL,4563.595,Million bbl/yr,1819.860816,4563.595
1988,Former Soviet Union,Nation State,Natural Gas,27192,Bcf/yr,1982.035495,8157.6
1988,Former Soviet Union,Nation State,Lignite Coal,117.5859503,Million tonnes/yr,157.4722943,117.5859503
1988,Former Soviet Union,Nation State,Sub-Bituminous Coal,25.02494649,Million tonnes/yr,50.52763031,25.02494649
1988,Former Soviet Union,Nation State,Bituminous Coal,406.5154458,Million tonnes/yr,1103.339436,406.5154458
1988,Former Soviet Union,Nation State,Anthracite Coal,56.81030267,Million tonnes/yr,165.7546941,56.81030267
1988,Former Soviet Union,Nation State,Metallurgical Coal,165.0702987,Million tonnes/yr,489.7003667,165.0702987
1989,Former Soviet Union,Nation State,Oil & NGL,4431.1,Million bbl/yr,1767.024739,4431.1
1989,Former Soviet Union,Nation State,Lignite Coal,113.0100638,Million tonnes/yr,151.3442207,113.0100638
1989,Former Soviet Union,Nation State,Sub-Bituminous Coal,24.05152733,Million tonnes/yr,48.56220898,24.05152733
1989,Former Soviet Union,Nation State,Bituminous Coal,390.6976112,Million tonnes/yr,1060.407634,390.6976112
1989,Former Soviet Union,Nation State,Anthracite Coal,54.59947089,Million tonnes/yr,159.3041785,54.59947089
1989,Former Soviet Union,Nation State,Metallurgical Coal,158.6473651,Million tonnes/yr,470.6459825,158.6473651
1990,Former Soviet Union,Nation State,Oil & NGL,4161,Million bbl/yr,1659.314829,4161
1990,Former Soviet Union,Nation State,Lignite Coal,108.4350844,Million tonnes/yr,145.2173621,108.4350844
1990,Former Soviet Union,Nation State,Sub-Bituminous Coal,23.07720097,Million tonnes/yr,46.59495595,23.07720097
1990,Former Soviet Union,Nation State,Bituminous Coal,374.8797766,Million tonnes/yr,1017.475832,374.8797766
1990,Former Soviet Union,Nation State,Anthracite Coal,52.38954631,Million tonnes/yr,152.8563098,52.38954631
1990,Former Soviet Union,Nation State,Metallurgical Coal,152.2244316,Million tonnes/yr,451.5915982,152.2244316
1991,Former Soviet Union,Nation State,Oil & NGL,3800.38,Million bbl/yr,1515.507544,3800.38
1991,Former Soviet Union,Nation State,Lignite Coal,97.07792275,Million tonnes/yr,130.0077363,97.07792275
1991,Former Soviet Union,Nation State,Sub-Bituminous Coal,20.66043616,Million tonnes/yr,41.7152892,20.66043616
1991,Former Soviet Union,Nation State,Bituminous Coal,335.6164203,Million tonnes/yr,910.9096242,335.6164203
1991,Former Soviet Union,Nation State,Anthracite Coal,46.9019298,Million tonnes/yr,136.8451612,46.9019298
1991,Former Soviet Union,Nation State,Metallurgical Coal,136.2814043,Million tonnes/yr,404.294741,136.2814043
1989,Gazprom,State-owned Entity,Oil & NGL,85.73332342,Million bbl/yr,34.18855441,85.73332342
1989,Gazprom,State-owned Entity,Natural Gas,22763.5442,Bcf/yr,1659.243623,6829.06326
1990,Gazprom,State-owned Entity,Oil & NGL,87.78056586,Million bbl/yr,35.00494944,87.78056586
1990,Gazprom,State-owned Entity,Natural Gas,23307.11923,Bcf/yr,1698.865019,6992.135769
1991,Gazprom,State-owned Entity,Oil & NGL,87.29564091,Million bbl/yr,34.81157209,87.29564091
1991,Gazprom,State-owned Entity,Natural Gas,23178.36404,Bcf/yr,1689.480003,6953.509212
1992,Gazprom,State-owned Entity,Oil & NGL,83.76336521,Million bbl/yr,33.40297861,83.76336521
1992,Gazprom,State-owned Entity,Natural Gas,22240.48935,Bcf/yr,1621.117951,6672.146805
1993,Gazprom,State-owned Entity,Oil & NGL,80.79424143,Million bbl/yr,32.21895768,80.79424143
1993,Gazprom,State-owned Entity,Natural Gas,21452.14034,Bcf/yr,1563.654883,6435.642102
1994,Gazprom,State-owned Entity,Oil & NGL,79.44699666,Million bbl/yr,31.68170624,79.44699666
1994,Gazprom,State-owned Entity,Natural Gas,21094.42569,Bcf/yr,1537.580923,6328.327707
1995,Gazprom,State-owned Entity,Oil & NGL,127.798932,Million bbl/yr,50.96338934,127.798932
1995,Gazprom,State-owned Entity,Natural Gas,20656.83864,Bcf/yr,1505.685032,6197.051592
1996,Gazprom,State-owned Entity,Oil & NGL,148.5741483,Million bbl/yr,59.24808641,148.5741483
1996,Gazprom,State-owned Entity,Natural Gas,19535.0922,Bcf/yr,1423.920496,5860.52766
1997,Gazprom,State-owned Entity,Oil & NGL,170.0033497,Million bbl/yr,67.79357825,170.0033497
1997,Gazprom,State-owned Entity,Natural Gas,18586.98906,Bcf/yr,1354.812888,5576.096718
1998,Gazprom,State-owned Entity,Oil & NGL,197.4231217,Million bbl/yr,78.72797725,197.4231217
1998,Gazprom,State-owned Entity,Natural Gas,19281.47654,Bcf/yr,1405.434352,5784.442962
1999,Gazprom,State-owned Entity,Oil & NGL,190.25583,Million bbl/yr,75.86981976,190.25583
1999,Gazprom,State-owned Entity,Natural Gas,19315.1414,Bcf/yr,1407.888196,5794.54242
2000,Gazprom,State-owned Entity,Oil & NGL,197.30479,Million bbl/yr,78.6807892,197.30479
2000,Gazprom,State-owned Entity,Natural Gas,18527.09476,Bcf/yr,1350.447169,5558.128428
2001,Gazprom,State-owned Entity,Oil & NGL,223.80391,Million bbl/yr,89.24805254,223.80391
2001,Gazprom,State-owned Entity,Natural Gas,18138.98665,Bcf/yr,1322.157818,5441.695994
2002,Gazprom,State-owned Entity,Oil & NGL,273.591984,Million bbl/yr,109.102436,273.591984
2002,Gazprom,State-owned Entity,Natural Gas,18480.23221,Bcf/yr,1347.03134,5544.069662
2003,Gazprom,State-owned Entity,Oil & NGL,314.477328,Million bbl/yr,125.4066075,314.477328
2003,Gazprom,State-owned Entity,Natural Gas,19147.67928,Bcf/yr,1395.681817,5744.303784
2004,Gazprom,State-owned Entity,Oil & NGL,341.096312,Million bbl/yr,136.0216699,341.096312
2004,Gazprom,State-owned Entity,Natural Gas,19581.48456,Bcf/yr,1427.302054,5874.445369
2005,Gazprom,State-owned Entity,Oil & NGL,301.5928487,Million bbl/yr,120.2685619,301.5928487
2005,Gazprom,State-owned Entity,Natural Gas,19640.54833,Bcf/yr,1431.607235,5892.1645
2006,Gazprom,State-owned Entity,Oil & NGL,332.782,Million bbl/yr,132.7061061,332.782
2006,Gazprom,State-owned Entity,Natural Gas,19633.18523,Bcf/yr,1431.070535,5889.955568
2007,Gazprom,State-owned Entity,Oil & NGL,332.049,Million bbl/yr,132.4138019,332.049
2007,Gazprom,State-owned Entity,Natural Gas,19371.85674,Bcf/yr,1412.0222,5811.557023
2008,Gazprom,State-owned Entity,Oil & NGL,314.457,Million bbl/yr,125.3985011,314.457
2008,Gazprom,State-owned Entity,Natural Gas,19413.52804,Bcf/yr,1415.059637,5824.058413
2009,Gazprom,State-owned Entity,Oil & NGL,305.5877,Million bbl/yr,121.8616203,305.5877
2009,Gazprom,State-owned Entity,Natural Gas,16298.42188,Bcf/yr,1187.998333,4889.526565
2010,Gazprom,State-owned Entity,Oil & NGL,317.389,Million bbl/yr,126.5677179,317.389
2010,Gazprom,State-owned Entity,Natural Gas,17960.68293,Bcf/yr,1309.16119,5388.204879
2011,Gazprom,State-owned Entity,Oil & NGL,325.0855,Million bbl/yr,129.636912,325.0855
2011,Gazprom,State-owned Entity,Natural Gas,18122.42407,Bcf/yr,1320.950565,5436.727222
2012,Gazprom,State-owned Entity,Oil & NGL,338.4994,Million bbl/yr,134.9860788,338.4994
2012,Gazprom,State-owned Entity,Natural Gas,17198.94571,Bcf/yr,1253.637867,5159.683714
2013,Gazprom,State-owned Entity,Oil & NGL,418.3231,Million bbl/yr,166.818006,418.3231
2013,Gazprom,State-owned Entity,Natural Gas,17247.3268,Bcf/yr,1257.164383,5174.198039
2014,Gazprom,State-owned Entity,Oil & NGL,425.2866,Million bbl/yr,169.5948959,425.2866
2014,Gazprom,State-owned Entity,Natural Gas,15711.49223,Bcf/yr,1145.216802,4713.44767
2015,Gazprom,State-owned Entity,Oil & NGL,435.2554,Million bbl/yr,173.570233,435.2554
2015,Gazprom,State-owned Entity,Natural Gas,14815.20616,Bcf/yr,1079.886161,4444.561849
2016,Gazprom,State-owned Entity,Oil & NGL,461.79,Million bbl/yr,184.151645,461.79
2016,Gazprom,State-owned Entity,Natural Gas,14836.74811,Bcf/yr,1081.456361,4451.024432
2017,Gazprom,State-owned Entity,Oil & NGL,473.2981,Million bbl/yr,188.7408209,473.2981
2017,Gazprom,State-owned Entity,Natural Gas,16670.28525,Bcf/yr,1215.1036,5001.085576
2018,Gazprom,State-owned Entity,Oil & NGL,616.2331,Million bbl/yr,245.7401396,616.2331
2018,Gazprom,State-owned Entity,Natural Gas,18659.9132,Bcf/yr,1360.128357,5597.973959
2019,Gazprom,State-owned Entity,Oil & NGL,622.6102,Million bbl/yr,248.2831861,622.6102
2019,Gazprom,State-owned Entity,Natural Gas,18741.84321,Bcf/yr,1366.100268,5622.552963
2020,Gazprom,State-owned Entity,Oil & NGL,588.7456,Million bbl/yr,234.7787322,588.7456
2020,Gazprom,State-owned Entity,Natural Gas,17141.38282,Bcf/yr,1249.442085,5142.414845
2021,Gazprom,State-owned Entity,Oil & NGL,434.0826,Million bbl/yr,173.1025463,434.0826
2021,Gazprom,State-owned Entity,Natural Gas,18179.98697,Bcf/yr,1325.146347,5453.99609
2022,Gazprom,State-owned Entity,Oil & NGL,482.6072,Million bbl/yr,192.4530842,482.6072
2022,Gazprom,State-owned Entity,Natural Gas,14570.82872,Bcf/yr,1062.073393,4371.248615
1998,Glencore,Investor-owned Company,Bituminous Coal,43.5,Million tonnes/yr,118.0650476,43.5
1999,Glencore,Investor-owned Company,Bituminous Coal,40.6,Million tonnes/yr,110.1940445,40.6
2000,Glencore,Investor-owned Company,Bituminous Coal,41.3,Million tonnes/yr,112.0939418,41.3
